#1	
double Load(8784,2)	
3483	1529855
3484	1779836.667
3485	2011953.333
3486	1709555
3487	2363791.667
3488	2393763.333
3489	2319928.333
3490	2077901.667
3491	1641980
3492	1650580
3493	1393108.333
3494	1172018.333
3495	1210460
3496	1152868.333
3497	1070016.667
3498	1171428.333
3499	1114045
3500	1092180
3501	1415838.333
3502	1401160
3503	1504965
3504	1515376.667
3505	1138148.333
3506	1233743.333
3507	1068765
3508	1243405
3509	1405563.333
3510	1194305
3511	1651360
3512	1672298.333
3513	1620716.667
3514	1451635
3515	1147096.667
3516	1153105
3517	973233.3333
3518	818778.3333
3519	845635
3520	805400
3521	747520
3522	818368.3333
3523	778278.3333
3524	763003.3333
3525	989113.3333
3526	978858.3333
3527	1051378.333
3528	1058651.667
3529	344920
3530	357238.3333
3531	352663.3333
3532	373841.6667
3533	415470
3534	394088.3333
3535	443078.3333
3536	459170
3537	534793.3333
3538	417481.6667
3539	379115
3540	380493.3333
3541	361185
3542	346633.3333
3543	279036.6667
3544	364851.6667
3545	324323.3333
3546	270040
3547	311301.6667
3548	333906.6667
3549	326381.6667
3550	336186.6667
3551	335215
3552	349326.6667
3553	342621.6667
3554	354856.6667
3555	350313.3333
3556	371348.3333
3557	412700
3558	391461.6667
3559	440125
3560	456108.3333
3561	531226.6667
3562	414698.3333
3563	376586.6667
3564	377956.6667
3565	358776.6667
3566	344321.6667
3567	277176.6667
3568	362418.3333
3569	322161.6667
3570	268238.3333
3571	309226.6667
3572	331680
3573	324205
3574	333945
3575	332980
3576	346998.3333
3577	344935
3578	357253.3333
3579	352678.3333
3580	373856.6667
3581	415486.6667
3582	394105
3583	443096.6667
3584	459188.3333
3585	534815
3586	417498.3333
3587	379130
3588	380510
3589	361200
3590	346646.6667
3591	279048.3333
3592	364866.6667
3593	324336.6667
3594	270050
3595	311315
3596	333920
3597	326393.3333
3598	336200
3599	335228.3333
3600	349341.6667
3601	341958.3333
3602	354171.6667
3603	349635
3604	370631.6667
3605	411901.6667
3606	390705
3607	439273.3333
3608	455226.6667
3609	530201.6667
3610	413896.6667
3611	375858.3333
3612	377226.6667
3613	358083.3333
3614	343656.6667
3615	276640
3616	361718.3333
3617	321538.3333
3618	267720
3619	308628.3333
3620	331040
3621	323578.3333
3622	333300
3623	332335
3624	346326.6667
3625	347273.3333
3626	359676.6667
3627	355070
3628	376391.6667
3629	418303.3333
3630	396776.6667
3631	446101.6667
3632	462301.6667
3633	538441.6667
3634	420330
3635	381700
3636	383090
3637	363648.3333
3638	348998.3333
3639	280940
3640	367340
3641	326536.6667
3642	271881.6667
3643	313426.6667
3644	336185
3645	328608.3333
3646	338480
3647	337501.6667
3648	351710
3649	333551.6667
3650	345465
3651	341040
3652	361520
3653	401775
3654	381100
3655	428475
3656	444035
3657	517166.6667
3658	403721.6667
3659	366618.3333
3660	367953.3333
3661	349280
3662	335208.3333
3663	269840
3664	352826.6667
3665	313633.3333
3666	261138.3333
3667	301041.6667
3668	322901.6667
3669	315623.3333
3670	325106.6667
3671	324165
3672	337813.3333
3673	328645
3674	340383.3333
3675	336023.3333
3676	356201.6667
3677	395865
3678	375493.3333
3679	422171.6667
3680	437503.3333
3681	509558.3333
3682	397783.3333
3683	361225
3684	362540
3685	344141.6667
3686	330276.6667
3687	265870
3688	347636.6667
3689	309020
3690	257298.3333
3691	296613.3333
3692	318151.6667
3693	310980
3694	320325
3695	319396.6667
3696	332843.3333
3697	324315
3698	335898.3333
3699	331596.6667
3700	351508.3333
3701	390650
3702	370546.6667
3703	416610
3704	431738.3333
3705	502845
3706	392541.6667
3707	356466.6667
3708	357763.3333
3709	339608.3333
3710	325926.6667
3711	262368.3333
3712	343056.6667
3713	304948.3333
3714	253908.3333
3715	292705
3716	313960
3717	306883.3333
3718	316103.3333
3719	315188.3333
3720	328458.3333
3721	302220
3722	313013.3333
3723	309003.3333
3724	327560
3725	364033.3333
3726	345300
3727	388225
3728	402323.3333
3729	468585
3730	365796.6667
3731	332180
3732	333388.3333
3733	316470
3734	303720
3735	244491.6667
3736	319683.3333
3737	284171.6667
3738	236608.3333
3739	272763.3333
3740	292568.3333
3741	285975
3742	294566.6667
3743	293715
3744	306080
3745	282598.3333
3746	292691.6667
3747	288943.3333
3748	306295
3749	340401.6667
3750	322883.3333
3751	363021.6667
3752	376205
3753	438165
3754	342050
3755	310615
3756	311745
3757	295925
3758	284001.6667
3759	228620
3760	298928.3333
3761	265723.3333
3762	221248.3333
3763	255055
3764	273575
3765	267410
3766	275443.3333
3767	274646.6667
3768	286210
3769	303840
3770	314691.6667
3771	310661.6667
3772	329316.6667
3773	365986.6667
3774	347153.3333
3775	390308.3333
3776	404481.6667
3777	471100
3778	367760
3779	333961.6667
3780	335176.6667
3781	318168.3333
3782	305350
3783	245803.3333
3784	321398.3333
3785	285696.6667
3786	237878.3333
3787	274226.6667
3788	294138.3333
3789	287508.3333
3790	296146.6667
3791	295290
3792	307721.6667
3793	322866.6667
3794	334396.6667
3795	330115
3796	349938.3333
3797	388903.3333
3798	368890
3799	414748.3333
3800	429810
3801	500598.3333
3802	390786.6667
3803	354873.3333
3804	356165
3805	338090
3806	324468.3333
3807	261195
3808	341523.3333
3809	303586.6667
3810	252773.3333
3811	291396.6667
3812	312556.6667
3813	305511.6667
3814	314691.6667
3815	313780
3816	326990
3817	332820
3818	344706.6667
3819	340291.6667
3820	360726.6667
3821	400893.3333
3822	380263.3333
3823	427535
3824	443060
3825	516031.6667
3826	402835
3827	365813.3333
3828	367145
3829	348513.3333
3830	334473.3333
3831	269248.3333
3832	352051.6667
3833	312945
3834	260566.6667
3835	300381.6667
3836	322193.3333
3837	314930
3838	324393.3333
3839	323455
3840	337071.6667
3841	338265
3842	350346.6667
3843	345860
3844	366628.3333
3845	407453.3333
3846	386485
3847	434530
3848	450310
3849	524473.3333
3850	409425
3851	371798.3333
3852	373151.6667
3853	354215
3854	339945
3855	273653.3333
3856	357811.6667
3857	318065
3858	264828.3333
3859	305295
3860	327463.3333
3861	320083.3333
3862	329700
3863	328746.6667
3864	342586.6667
3865	347513.3333
3866	359925
3867	355315
3868	376651.6667
3869	418591.6667
3870	397050
3871	446408.3333
3872	462620
3873	538813.3333
3874	420618.3333
3875	381963.3333
3876	383353.3333
3877	363900
3878	349238.3333
3879	281133.3333
3880	367593.3333
3881	326761.6667
3882	272068.3333
3883	313641.6667
3884	336416.6667
3885	328833.3333
3886	338713.3333
3887	337733.3333
3888	351951.6667
3889	1441195
3890	1562243.333
3891	1353336.667
3892	1574476.667
3893	1779810
3894	1512303.333
3895	2091053.333
3896	2117566.667
3897	2052251.667
3898	1838150
3899	1452525
3900	1460133.333
3901	1232368.333
3902	1036788.333
3903	1070795
3904	1019848.333
3905	946556.6667
3906	1036268.333
3907	985505
3908	966163.3333
3909	1252476.667
3910	1239491.667
3911	1331320
3912	1340530
3913	1876700
3914	2034326.667
3915	1762293.333
3916	2050256.667
3917	2317640
3918	1969296.667
3919	2722936.667
3920	2757461.667
3921	2672408.333
3922	2393610
3923	1891455
3924	1901361.667
3925	1604771.667
3926	1350090
3927	1394371.667
3928	1328030
3929	1232590
3930	1349411.667
3931	1283308.333
3932	1258121.667
3933	1630955
3934	1614046.667
3935	1733623.333
3936	1745616.667
3937	2027118.333
3938	2197380
3939	1903543.333
3940	2214586.667
3941	2503400
3942	2127136.667
3943	2941181.667
3944	2978473.333
3945	2886603.333
3946	2585458.333
3947	2043056.667
3948	2053756.667
3949	1733395
3950	1458300
3951	1506131.667
3952	1434471.667
3953	1331383.333
3954	1457566.667
3955	1386166.667
3956	1358960
3957	1761676.667
3958	1743413.333
3959	1872575
3960	1885530
3961	1493013.333
3962	1618413.333
3963	1401996.667
3964	1631086.667
3965	1843803.333
3966	1566678.333
3967	2166238.333
3968	2193705
3969	2126040
3970	1904241.667
3971	1504751.667
3972	1512631.667
3973	1276678.333
3974	1074066.667
3975	1109295
3976	1056516.667
3977	980590
3978	1073526.667
3979	1020938.333
3980	1000901.667
3981	1297508.333
3982	1284058.333
3983	1379188.333
3984	1388730
3985	547993.3333
3986	567563.3333
3987	560295
3988	593941.6667
3989	660076.6667
3990	626108.3333
3991	703941.6667
3992	729505
3993	849653.3333
3994	663273.3333
3995	602318.3333
3996	604510
3997	573833.3333
3998	550713.3333
3999	443320
4000	579658.3333
4001	515270
4002	429025
4003	494581.6667
4004	530495
4005	518538.3333
4006	534116.6667
4007	532571.6667
4008	554993.3333
4009	339155
4010	351268.3333
4011	346768.3333
4012	367591.6667
4013	408525
4014	387501.6667
4015	435671.6667
4016	451493.3333
4017	525853.3333
4018	410503.3333
4019	372776.6667
4020	374133.3333
4021	355146.6667
4022	340838.3333
4023	274371.6667
4024	358753.3333
4025	318901.6667
4026	265525
4027	306098.3333
4028	328325
4029	320925
4030	330566.6667
4031	329610
4032	343486.6667
4033	337280
4034	349326.6667
4035	344851.6667
4036	365560
4037	406266.6667
4038	385360
4039	433263.3333
4040	448998.3333
4041	522946.6667
4042	408233.3333
4043	370716.6667
4044	372065
4045	353185
4046	338955
4047	272856.6667
4048	356770
4049	317140
4050	264058.3333
4051	304406.6667
4052	326510
4053	319151.6667
4054	328740
4055	327788.3333
4056	341588.3333
4057	320838.3333
4058	332296.6667
4059	328041.6667
4060	347740
4061	386461.6667
4062	366573.3333
4063	412143.3333
4064	427110
4065	497453.3333
4066	388333.3333
4067	352645
4068	353926.6667
4069	335966.6667
4070	322431.6667
4071	259555
4072	339376.6667
4073	301680
4074	251185
4075	289566.6667
4076	310593.3333
4077	303593.3333
4078	312715
4079	311810
4080	324936.6667
4081	321061.6667
4082	332526.6667
4083	328268.3333
4084	347981.6667
4085	386730
4086	366828.3333
4087	412428.3333
4088	427406.6667
4089	497800
4090	388601.6667
4091	352890
4092	354173.3333
4093	336200
4094	322655
4095	259735
4096	339613.3333
4097	301888.3333
4098	251360
4099	289768.3333
4100	310808.3333
4101	303803.3333
4102	312931.6667
4103	312026.6667
4104	325161.6667
4105	320585
4106	332035
4107	327781.6667
4108	347465
4109	386156.6667
4110	366283.3333
4111	411816.6667
4112	426773.3333
4113	497061.6667
4114	388026.6667
4115	352366.6667
4116	353648.3333
4117	335701.6667
4118	322176.6667
4119	259350
4120	339110
4121	301441.6667
4122	250986.6667
4123	289338.3333
4124	310348.3333
4125	303353.3333
4126	312466.6667
4127	311563.3333
4128	324680
4129	318831.6667
4130	330218.3333
4131	325988.3333
4132	345565
4133	384043.3333
4134	364280
4135	409565
4136	424438.3333
4137	494341.6667
4138	385903.3333
4139	350438.3333
4140	351713.3333
4141	333865
4142	320413.3333
4143	257930
4144	337255
4145	299791.6667
4146	249613.3333
4147	287755
4148	308650
4149	301693.3333
4150	310758.3333
4151	309858.3333
4152	322903.3333
4153	328413.3333
4154	340141.6667
4155	335786.6667
4156	355950
4157	395586.6667
4158	375228.3333
4159	421873.3333
4160	437195
4161	509198.3333
4162	397501.6667
4163	360970
4164	362283.3333
4165	343900
4166	330043.3333
4167	265683.3333
4168	347390
4169	308801.6667
4170	257116.6667
4171	296403.3333
4172	317926.6667
4173	310761.6667
4174	320098.3333
4175	319171.6667
4176	332608.3333
4177	334773.3333
4178	346730
4179	342290
4180	362843.3333
4181	403246.6667
4182	382495
4183	430043.3333
4184	445661.6667
4185	519060
4186	405200
4187	367961.6667
4188	369300
4189	350560
4190	336436.6667
4191	270828.3333
4192	354118.3333
4193	314783.3333
4194	262095
4195	302143.3333
4196	324083.3333
4197	316780
4198	326296.6667
4199	325353.3333
4200	339050
4201	343026.6667
4202	355278.3333
4203	350728.3333
4204	371790
4205	413188.3333
4206	391925
4207	440646.6667
4208	456648.3333
4209	531858.3333
4210	415190
4211	377033.3333
4212	378405
4213	359201.6667
4214	344730
4215	277505
4216	362848.3333
4217	322543.3333
4218	268556.6667
4219	309593.3333
4220	332073.3333
4221	324590
4222	334341.6667
4223	333375
4224	347410
4225	565325
4226	585515
4227	578015
4228	612725
4229	680953.3333
4230	645910
4231	726205
4232	752576.6667
4233	876525
4234	684251.6667
4235	621366.6667
4236	623628.3333
4237	591981.6667
4238	568131.6667
4239	457340
4240	597991.6667
4241	531566.6667
4242	442593.3333
4243	510223.3333
4244	547271.6667
4245	534938.3333
4246	551010
4247	549415
4248	572546.6667
4249	343073.3333
4250	355326.6667
4251	350775
4252	371840
4253	413245
4254	391978.3333
4255	440706.6667
4256	456710
4257	531930
4258	415246.6667
4259	377085
4260	378456.6667
4261	359251.6667
4262	344776.6667
4263	277543.3333
4264	362898.3333
4265	322586.6667
4266	268593.3333
4267	309635
4268	332118.3333
4269	324633.3333
4270	334386.6667
4271	333420
4272	347456.6667
4273	331823.3333
4274	343675
4275	339273.3333
4276	359646.6667
4277	399693.3333
4278	379125
4279	426255
4280	441733.3333
4281	514486.6667
4282	401628.3333
4283	364718.3333
4284	366046.6667
4285	347470
4286	333471.6667
4287	268441.6667
4288	350998.3333
4289	312008.3333
4290	259785
4291	299481.6667
4292	321228.3333
4293	313988.3333
4294	323421.6667
4295	322485
4296	336061.6667
4297	313933.3333
4298	325146.6667
4299	320981.6667
4300	340256.6667
4301	378145
4302	358685
4303	403273.3333
4304	417918.3333
4305	486748.3333
4306	379976.6667
4307	345055
4308	346311.6667
4309	328736.6667
4310	315493.3333
4311	253968.3333
4312	332075
4313	295188.3333
4314	245780
4315	283335
4316	303910
4317	297060
4318	305985
4319	305100
4320	317945
4321	299810
4322	310518.3333
4323	306541.6667
4324	324948.3333
4325	361131.6667
4326	342548.3333
4327	385130
4328	399116.6667
4329	464850
4330	362881.6667
4331	329531.6667
4332	330731.6667
4333	313946.6667
4334	301298.3333
4335	242543.3333
4336	317135
4337	281906.6667
4338	234721.6667
4339	270588.3333
4340	290236.6667
4341	283695
4342	292218.3333
4343	291373.3333
4344	303640
4345	294163.3333
4346	304668.3333
4347	300766.6667
4348	318828.3333
4349	354330
4350	336095
4351	377876.6667
4352	391598.3333
4353	456095
4354	356046.6667
4355	323325
4356	324501.6667
4357	308033.3333
4358	295623.3333
4359	237975
4360	311161.6667
4361	276596.6667
4362	230301.6667
4363	265491.6667
4364	284770
4365	278351.6667
4366	286715
4367	285885
4368	297921.6667
4369	309776.6667
4370	320840
4371	316730
4372	335750
4373	373136.6667
4374	353935
4375	397931.6667
4376	412383.3333
4377	480301.6667
4378	374943.3333
4379	340485
4380	341725
4381	324383.3333
4382	311313.3333
4383	250605
4384	327676.6667
4385	291278.3333
4386	242525
4387	279583.3333
4388	299885
4389	293125
4390	301931.6667
4391	301058.3333
4392	313733.3333
4393	327975
4394	339688.3333
4395	335336.6667
4396	355475
4397	395056.6667
4398	374726.6667
4399	421310
4400	436610
4401	508518.3333
4402	396970
4403	360488.3333
4404	361800
4405	343440
4406	329603.3333
4407	265326.6667
4408	346926.6667
4409	308390
4410	256771.6667
4411	296006.6667
4412	317501.6667
4413	310345
4414	319670
4415	318745
4416	332163.3333
4417	323653.3333
4418	335213.3333
4419	330920
4420	350791.6667
4421	389853.3333
4422	369790
4423	415760
4424	430858.3333
4425	501818.3333
4426	391740
4427	355738.3333
4428	357033.3333
4429	338915
4430	325260
4431	261831.6667
4432	342355
4433	304326.6667
4434	253390
4435	292108.3333
4436	313318.3333
4437	306256.6667
4438	315458.3333
4439	314545
4440	327788.3333
4441	313116.6667
4442	324298.3333
4443	320146.6667
4444	339370
4445	377160
4446	357751.6667
4447	402223.3333
4448	416830
4449	485481.6667
4450	378986.6667
4451	344156.6667
4452	345410
4453	327881.6667
4454	314671.6667
4455	253308.3333
4456	331210
4457	294418.3333
4458	245140
4459	282598.3333
4460	303118.3333
4461	296286.6667
4462	305188.3333
4463	304305
4464	317116.6667
4465	302545
4466	313350
4467	309336.6667
4468	327911.6667
4469	364425
4470	345671.6667
4471	388643.3333
4472	402756.6667
4473	469090
4474	366190
4475	332536.6667
4476	333746.6667
4477	316810
4478	304046.6667
4479	244755
4480	320026.6667
4481	284478.3333
4482	236863.3333
4483	273056.6667
4484	292883.3333
4485	286281.6667
4486	294883.3333
4487	294030
4488	306410
4489	310370
4490	321455
4491	317338.3333
4492	336395
4493	373853.3333
4494	354613.3333
4495	398696.6667
4496	413175
4497	481223.3333
4498	375663.3333
4499	341138.3333
4500	342380
4501	325005
4502	311911.6667
4503	251086.6667
4504	328305
4505	291836.6667
4506	242990
4507	280120
4508	300460
4509	293688.3333
4510	302511.6667
4511	301636.6667
4512	314335
4513	308061.6667
4514	319063.3333
4515	314978.3333
4516	333891.6667
4517	371071.6667
4518	351975
4519	395730
4520	410101.6667
4521	477643.3333
4522	372868.3333
4523	338601.6667
4524	339833.3333
4525	322588.3333
4526	309591.6667
4527	249218.3333
4528	325863.3333
4529	289665
4530	241181.6667
4531	278035
4532	298225
4533	291503.3333
4534	300261.6667
4535	299391.6667
4536	311996.6667
4537	317575
4538	328916.6667
4539	324703.3333
4540	344201.6667
4541	382530
4542	362845
4543	407950
4544	422765
4545	492393.3333
4546	384381.6667
4547	349056.6667
4548	350326.6667
4549	332548.3333
4550	319151.6667
4551	256913.3333
4552	335925
4553	298610
4554	248630
4555	286621.6667
4556	307433.3333
4557	300505
4558	309533.3333
4559	308636.6667
4560	321631.6667
4561	322295
4562	333805
4563	329530
4564	349318.3333
4565	388215
4566	368236.6667
4567	414013.3333
4568	429048.3333
4569	499711.6667
4570	390095
4571	354245
4572	355535
4573	337491.6667
4574	323895
4575	260733.3333
4576	340918.3333
4577	303048.3333
4578	252325
4579	290881.6667
4580	312003.3333
4581	304971.6667
4582	314133.3333
4583	313225
4584	326411.6667
4585	318705
4586	330088.3333
4587	325860
4588	345428.3333
4589	383891.6667
4590	364136.6667
4591	409403.3333
4592	424271.6667
4593	494146.6667
4594	385751.6667
4595	350300
4596	351575
4597	333733.3333
4598	320288.3333
4599	257828.3333
4600	337121.6667
4601	299673.3333
4602	249515
4603	287641.6667
4604	308528.3333
4605	301575
4606	310635
4607	309736.6667
4608	322776.6667
4609	329433.3333
4610	341198.3333
4611	336828.3333
4612	357055
4613	396815
4614	376393.3333
4615	423183.3333
4616	438551.6667
4617	510780
4618	398735
4619	362091.6667
4620	363408.3333
4621	344966.6667
4622	331068.3333
4623	266508.3333
4624	348470
4625	309761.6667
4626	257915
4627	297323.3333
4628	318913.3333
4629	311726.6667
4630	321091.6667
4631	320163.3333
4632	333641.6667
4633	342860
4634	355105
4635	350556.6667
4636	371608.3333
4637	412988.3333
4638	391735
4639	440431.6667
4640	456426.6667
4641	531598.3333
4642	414986.6667
4643	376850
4644	378220
4645	359026.6667
4646	344561.6667
4647	277370
4648	362671.6667
4649	322386.6667
4650	268426.6667
4651	309441.6667
4652	331911.6667
4653	324431.6667
4654	334178.3333
4655	333211.6667
4656	347240
4657	347268.3333
4658	359671.6667
4659	355065
4660	376386.6667
4661	418298.3333
4662	396771.6667
4663	446095
4664	462295
4665	538435
4666	420323.3333
4667	381695
4668	383085
4669	363643.3333
4670	348993.3333
4671	280936.6667
4672	367336.6667
4673	326531.6667
4674	271878.3333
4675	313421.6667
4676	336180
4677	328603.3333
4678	338476.6667
4679	337496.6667
4680	351705
4681	327305
4682	338995
4683	334653.3333
4684	354750
4685	394251.6667
4686	373961.6667
4687	420450
4688	435718.3333
4689	507481.6667
4690	396160
4691	359753.3333
4692	361061.6667
4693	342738.3333
4694	328930
4695	264786.6667
4696	346218.3333
4697	307760
4698	256248.3333
4699	295403.3333
4700	316853.3333
4701	309711.6667
4702	319018.3333
4703	318095
4704	331486.6667
4705	305213.3333
4706	316113.3333
4707	312065
4708	330805
4709	367641.6667
4710	348721.6667
4711	392071.6667
4712	406310
4713	473228.3333
4714	369421.6667
4715	335470
4716	336691.6667
4717	319605
4718	306728.3333
4719	246915
4720	322850
4721	286988.3333
4722	238953.3333
4723	275465
4724	295466.6667
4725	288808.3333
4726	297485
4727	296625
4728	309113.3333
4729	306763.3333
4730	317718.3333
4731	313650
4732	332485
4733	369506.6667
4734	350491.6667
4735	394061.6667
4736	408373.3333
4737	475630
4738	371296.6667
4739	337173.3333
4740	338400
4741	321228.3333
4742	308286.6667
4743	248168.3333
4744	324488.3333
4745	288445
4746	240165
4747	276863.3333
4748	296966.6667
4749	290275
4750	298995
4751	298130
4752	310681.6667
4753	312588.3333
4754	323753.3333
4755	319606.6667
4756	338798.3333
4757	376525
4758	357148.3333
4759	401546.6667
4760	416128.3333
4761	484663.3333
4762	378348.3333
4763	343576.6667
4764	344828.3333
4765	327328.3333
4766	314141.6667
4767	252881.6667
4768	330651.6667
4769	293923.3333
4770	244726.6667
4771	282121.6667
4772	302608.3333
4773	295786.6667
4774	304673.3333
4775	303793.3333
4776	316581.6667
4777	312168.3333
4778	323316.6667
4779	319176.6667
4780	338343.3333
4781	376018.3333
4782	356668.3333
4783	401006.6667
4784	415568.3333
4785	484011.6667
4786	377840
4787	343115
4788	344363.3333
4789	326888.3333
4790	313718.3333
4791	252540
4792	330206.6667
4793	293528.3333
4794	244398.3333
4795	281741.6667
4796	302200
4797	295390
4798	304265
4799	303383.3333
4800	316156.6667
4801	304101.6667
4802	314961.6667
4803	310928.3333
4804	329600
4805	366300
4806	347450
4807	390641.6667
4808	404828.3333
4809	471503.3333
4810	368075
4811	334248.3333
4812	335463.3333
4813	318440
4814	305610
4815	246013.3333
4816	321673.3333
4817	285941.6667
4818	238081.6667
4819	274461.6667
4820	294390
4821	287755
4822	296400
4823	295543.3333
4824	307985
4825	288466.6667
4826	298770
4827	294943.3333
4828	312655
4829	347468.3333
4830	329588.3333
4831	370560
4832	384016.6667
4833	447263.3333
4834	349151.6667
4835	317063.3333
4836	318218.3333
4837	302070
4838	289900
4839	233366.6667
4840	305136.6667
4841	271241.6667
4842	225841.6667
4843	260350
4844	279255
4845	272961.6667
4846	281163.3333
4847	280350
4848	292151.6667
4849	300953.3333
4850	311701.6667
4851	307710
4852	326188.3333
4853	362508.3333
4854	343853.3333
4855	386598.3333
4856	400638.3333
4857	466621.6667
4858	364265
4859	330788.3333
4860	331991.6667
4861	315143.3333
4862	302446.6667
4863	243468.3333
4864	318343.3333
4865	282981.6667
4866	235616.6667
4867	271620
4868	291343.3333
4869	284776.6667
4870	293333.3333
4871	292483.3333
4872	304798.3333
4873	315000
4874	326250
4875	322071.6667
4876	341413.3333
4877	379430
4878	359903.3333
4879	404643.3333
4880	419338.3333
4881	488401.6667
4882	381266.6667
4883	346228.3333
4884	347488.3333
4885	329853.3333
4886	316565
4887	254831.6667
4888	333201.6667
4889	296190
4890	246615
4891	284298.3333
4892	304941.6667
4893	298068.3333
4894	307025
4895	306136.6667
4896	319025
4897	325830
4898	337466.6667
4899	333145
4900	353150
4901	392475
4902	372276.6667
4903	418555
4904	433755
4905	505193.3333
4906	394375
4907	358131.6667
4908	359435
4909	341195
4910	327448.3333
4911	263593.3333
4912	344658.3333
4913	306373.3333
4914	255093.3333
4915	294071.6667
4916	315425
4917	308316.6667
4918	317580
4919	316661.6667
4920	329993.3333
4921	335393.3333
4922	347371.6667
4923	342923.3333
4924	363516.6667
4925	403995
4926	383203.3333
4927	430841.6667
4928	446486.6667
4929	520021.6667
4930	405950
4931	368643.3333
4932	369985
4933	351208.3333
4934	337060
4935	271330
4936	354775
4937	315366.6667
4938	262581.6667
4939	302703.3333
4940	324685
4941	317366.6667
4942	326901.6667
4943	325955
4944	339678.3333
4945	341136.6667
4946	353320
4947	348795
4948	369740
4949	410911.6667
4950	389765
4951	438218.3333
4952	454131.6667
4953	528925
4954	412901.6667
4955	374955
4956	376320
4957	357221.6667
4958	342830
4959	275975
4960	360848.3333
4961	320765
4962	267076.6667
4963	307886.6667
4964	330243.3333
4965	322800
4966	332498.3333
4967	331536.6667
4968	345495
4969	338650
4970	350745
4971	346253.3333
4972	367046.6667
4973	407916.6667
4974	386925
4975	435025
4976	450823.3333
4977	525071.6667
4978	409893.3333
4979	372223.3333
4980	373576.6667
4981	354620
4982	340331.6667
4983	273965
4984	358220
4985	318428.3333
4986	265130
4987	305643.3333
4988	327836.6667
4989	320448.3333
4990	330076.6667
4991	329121.6667
4992	342976.6667
4993	339061.6667
4994	351171.6667
4995	346673.3333
4996	367491.6667
4997	408413.3333
4998	387395
4999	435553.3333
5000	451370
5001	525710
5002	410390
5003	372675
5004	374031.6667
5005	355050
5006	340745
5007	274296.6667
5008	358655
5009	318815
5010	265453.3333
5011	306015
5012	328235
5013	320836.6667
5014	330476.6667
5015	329520
5016	343393.3333
5017	318198.3333
5018	329563.3333
5019	325343.3333
5020	344880
5021	383281.6667
5022	363558.3333
5023	408753.3333
5024	423596.6667
5025	493361.6667
5026	385138.3333
5027	349743.3333
5028	351016.6667
5029	333203.3333
5030	319778.3333
5031	257420
5032	336586.6667
5033	299198.3333
5034	249118.3333
5035	287185
5036	308038.3333
5037	301095
5038	310141.6667
5039	309245
5040	322263.3333
5041	309355
5042	320403.3333
5043	316300
5044	335295
5045	372630
5046	353453.3333
5047	397391.6667
5048	411823.3333
5049	479650
5050	374435
5051	340023.3333
5052	341260
5053	323943.3333
5054	310891.6667
5055	250265
5056	327231.6667
5057	290881.6667
5058	242195
5059	279203.3333
5060	299476.6667
5061	292726.6667
5062	301521.6667
5063	300650
5064	313306.6667
5065	304068.3333
5066	314928.3333
5067	310895
5068	329563.3333
5069	366261.6667
5070	347413.3333
5071	390600
5072	404785
5073	471451.6667
5074	368035
5075	334211.6667
5076	335428.3333
5077	318406.6667
5078	305578.3333
5079	245988.3333
5080	321638.3333
5081	285911.6667
5082	238056.6667
5083	274431.6667
5084	294358.3333
5085	287725
5086	296368.3333
5087	295511.6667
5088	307953.3333
5089	299301.6667
5090	309990
5091	306020
5092	324396.6667
5093	360520
5094	341966.6667
5095	384476.6667
5096	398440
5097	464061.6667
5098	362265
5099	328973.3333
5100	330170
5101	313415
5102	300788.3333
5103	242131.6667
5104	316596.6667
5105	281428.3333
5106	234323.3333
5107	270130
5108	289745
5109	283213.3333
5110	291723.3333
5111	290878.3333
5112	303125
5113	296920
5114	307525
5115	303586.6667
5116	321816.6667
5117	357651.6667
5118	339246.6667
5119	381418.3333
5120	395270
5121	460370
5122	359383.3333
5123	326355
5124	327543.3333
5125	310921.6667
5126	298395
5127	240205
5128	314078.3333
5129	279190
5130	232460
5131	267980
5132	287440
5133	280960
5134	289401.6667
5135	288565
5136	300713.3333
5137	304876.6667
5138	315765
5139	311721.6667
5140	330440
5141	367235
5142	348336.6667
5143	391638.3333
5144	405861.6667
5145	472705
5146	369013.3333
5147	335100
5148	336320
5149	319253.3333
5150	306390
5151	246641.6667
5152	322493.3333
5153	286671.6667
5154	238688.3333
5155	275161.6667
5156	295141.6667
5157	288490
5158	297156.6667
5159	296296.6667
5160	308771.6667
5161	297740
5162	308373.3333
5163	304425
5164	322705
5165	358640
5166	340183.3333
5167	382471.6667
5168	396361.6667
5169	461641.6667
5170	360376.6667
5171	327256.6667
5172	328448.3333
5173	311780
5174	299218.3333
5175	240868.3333
5176	314945
5177	279961.6667
5178	233101.6667
5179	268720
5180	288233.3333
5181	281736.6667
5182	290201.6667
5183	289361.6667
5184	301543.3333
5185	296453.3333
5186	307041.6667
5187	303108.3333
5188	321310
5189	357088.3333
5190	338713.3333
5191	380818.3333
5192	394648.3333
5193	459645
5194	358818.3333
5195	325841.6667
5196	327028.3333
5197	310431.6667
5198	297925
5199	239826.6667
5200	313583.3333
5201	278751.6667
5202	232095
5203	267558.3333
5204	286986.6667
5205	280518.3333
5206	288946.6667
5207	288111.6667
5208	300240
5209	292490
5210	302936.6667
5211	299056.6667
5212	317015
5213	352315
5214	334185
5215	375728.3333
5216	389373.3333
5217	453501.6667
5218	354021.6667
5219	321486.6667
5220	322656.6667
5221	306281.6667
5222	293943.3333
5223	236621.6667
5224	309391.6667
5225	275025
5226	228991.6667
