#1	
double Load(8784,2)	
6947	2589963.333
6948	2603526.667
6949	2197406.667
6950	1848671.667
6951	1909308.333
6952	1818465
6953	1687781.667
6954	1847743.333
6955	1757228.333
6956	1722740
6957	2233260
6958	2210106.667
6959	2373843.333
6960	2390266.667
6961	2809306.667
6962	2861550
6963	2746910
6964	2943085
6965	3099458.333
6966	2974171.667
6967	3661181.667
6968	3805890
6969	3417456.667
6970	3393081.667
6971	3055923.333
6972	2965998.333
6973	2753798.333
6974	2569086.667
6975	2537901.667
6976	2514475
6977	2448235
6978	2694716.667
6979	2330246.667
6980	2338308.333
6981	2696716.667
6982	2651331.667
6983	2842870
6984	2754703.333
6985	3148618.333
6986	3207171.667
6987	3078685
6988	3298553.333
6989	3473813.333
6990	3333395
6991	4103383.333
6992	4265570
6993	3830221.667
6994	3802901.667
6995	3425020
6996	3324235
6997	3086405
6998	2879385
6999	2844433.333
7000	2818176.667
7001	2743936.667
7002	3020188.333
7003	2611695
7004	2620731.667
7005	3022430
7006	2971561.667
7007	3186235
7008	3087418.333
7009	2979565
7010	3034976.667
7011	2913388.333
7012	3121451.667
7013	3287301.667
7014	3154423.333
7015	3883068.333
7016	4036546.667
7017	3624573.333
7018	3598720
7019	3241128.333
7020	3145755
7021	2920693.333
7022	2724788.333
7023	2691713.333
7024	2666866.667
7025	2596611.667
7026	2858031.667
7027	2471471.667
7028	2480023.333
7029	2860151.667
7030	2812016.667
7031	3015163.333
7032	2921653.333
7033	2865723.333
7034	2919016.667
7035	2802075
7036	3002188.333
7037	3161701.667
7038	3033900
7039	3734706.667
7040	3882321.667
7041	3486088.333
7042	3461221.667
7043	3117293.333
7044	3025563.333
7045	2809101.667
7046	2620680
7047	2588868.333
7048	2564971.667
7049	2497401.667
7050	2748833.333
7051	2377043.333
7052	2385266.667
7053	2750873.333
7054	2704576.667
7055	2899961.667
7056	2810023.333
7057	2335671.667
7058	2531848.333
7059	2193285
7060	2551673.333
7061	2884448.333
7062	2450913.333
7063	3388865
7064	3431833.333
7065	3325980
7066	2978996.667
7067	2354035
7068	2366363.333
7069	1997238.333
7070	1680271.667
7071	1735383.333
7072	1652815
7073	1534036.667
7074	1679426.667
7075	1597158.333
7076	1565811.667
7077	2029825
7078	2008781.667
7079	2157603.333
7080	2172530
7081	2728331.667
7082	2957488.333
7083	2562008.333
7084	2980646.667
7085	3369366.667
7086	2862946.667
7087	3958581.667
7088	4008775
7089	3885125
7090	3479810
7091	2749781.667
7092	2764183.333
7093	2333003.333
7094	1962748.333
7095	2027126.667
7096	1930678.333
7097	1791930
7098	1961761.667
7099	1865663.333
7100	1829046.667
7101	2371068.333
7102	2346486.667
7103	2520326.667
7104	2537763.333
7105	3187746.667
7106	3247028.333
7107	3116945
7108	3339545
7109	3516983.333
7110	3374820
7111	4154376.667
7112	4318578.333
7113	3877820
7114	3850161.667
7115	3467583.333
7116	3365546.667
7117	3124760
7118	2915166.667
7119	2879781.667
7120	2853198.333
7121	2778036.667
7122	3057720
7123	2644151.667
7124	2653300
7125	3059990
7126	3008490
7127	3225831.667
7128	3125786.667
7129	3150861.667
7130	3209458.333
7131	3080880
7132	3300905
7133	3476290
7134	3335771.667
7135	4106308.333
7136	4268610
7137	3832951.667
7138	3805613.333
7139	3427461.667
7140	3326605
7141	3088605
7142	2881436.667
7143	2846460
7144	2820186.667
7145	2745893.333
7146	3022341.667
7147	2613558.333
7148	2622600
7149	3024583.333
7150	2973680
7151	3188506.667
7152	3089620
7153	3162406.667
7154	3221218.333
7155	3092168.333
7156	3313000
7157	3489026.667
7158	3347995
7159	4121355
7160	4284251.667
7161	3846996.667
7162	3819556.667
7163	3440020
7164	3338795
7165	3099921.667
7166	2891995
7167	2856890
7168	2830518.333
7169	2755953.333
7170	3033415
7171	2623133.333
7172	2632210
7173	3035666.667
7174	2984576.667
7175	3200190
7176	3100940
7177	3445005
7178	3509070
7179	3368490
7180	3609055
7181	3800811.667
7182	3647176.667
7183	4489645
7184	4667098.333
7185	4190770
7186	4160878.333
7187	3747426.667
7188	3637153.333
7189	3376936.667
7190	3150428.333
7191	3112186.667
7192	3083458.333
7193	3002230
7194	3304485
7195	2857541.667
7196	2867428.333
7197	3306938.333
7198	3251283.333
7199	3486163.333
7200	3378045
7201	3365675
7202	3428265
7203	3290921.667
7204	3525946.667
7205	3713288.333
7206	3563190
7207	4386260
7208	4559626.667
7209	4094266.667
7210	4065063.333
7211	3661131.667
7212	3553398.333
7213	3299173.333
7214	3077881.667
7215	3040520
7216	3012453.333
7217	2933096.667
7218	3228391.667
7219	2791738.333
7220	2801398.333
7221	3230786.667
7222	3176413.333
7223	3405886.667
7224	3300256.667
7225	2937865
7226	2992500
7227	2872613.333
7228	3077765
7229	3241293.333
7230	3110275
7231	3828723.333
7232	3980053.333
7233	3573846.667
7234	3548355
7235	3195766.667
7236	3101728.333
7237	2879816.667
7238	2686653.333
7239	2654040
7240	2629541.667
7241	2560271.667
7242	2818031.667
7243	2436881.667
7244	2445313.333
7245	2820123.333
7246	2772660
7247	2972965
7248	2880763.333
7249	2588498.333
7250	2805911.667
7251	2430700
7252	2827881.667
7253	3196678.333
7254	2716215
7255	3755696.667
7256	3803316.667
7257	3686005
7258	3301461.667
7259	2608850
7260	2622513.333
7261	2213431.667
7262	1862153.333
7263	1923231.667
7264	1831726.667
7265	1700090
7266	1861218.333
7267	1770043.333
7268	1735303.333
7269	2249545
7270	2226225
7271	2391155
7272	2407698.333
7273	2362173.333
7274	2560575
7275	2218171.667
7276	2580625
7277	2917176.667
7278	2478721.667
7279	3427316.667
7280	3470773.333
7281	3363718.333
7282	3012798.333
7283	2380745
7284	2393213.333
7285	2019900
7286	1699335
7287	1755073.333
7288	1671568.333
7289	1551441.667
7290	1698481.667
7291	1615280
7292	1583576.667
7293	2052855
7294	2031573.333
7295	2182083.333
7296	2197180
7297	2852200
7298	2905241.667
7299	2788851.667
7300	2988020
7301	3146781.667
7302	3019583.333
7303	3717081.667
7304	3864000
7305	3469636.667
7306	3444888.333
7307	3102581.667
7308	3011285
7309	2795845
7310	2608313.333
7311	2576651.667
7312	2552866.667
7313	2485616.667
7314	2735861.667
7315	2365825
7316	2374011.667
7317	2737891.667
7318	2691813.333
7319	2886276.667
7320	2796763.333
7321	2918890
7322	2973171.667
7323	2854060
7324	3057885
7325	3220358.333
7326	3090186.667
7327	3803993.333
7328	3954346.667
7329	3550763.333
7330	3525436.667
7331	3175125
7332	3081693.333
7333	2861216.667
7334	2669300
7335	2636898.333
7336	2612558.333
7337	2543735
7338	2799830
7339	2421141.667
7340	2429520
7341	2801908.333
7342	2754751.667
7343	2953763.333
7344	2862156.667
7345	2875630
7346	2929106.667
7347	2811760
7348	3012565
7349	3172630
7350	3044386.667
7351	3747615
7352	3895740
7353	3498136.667
7354	3473186.667
7355	3128068.333
7356	3036020
7357	2818810
7358	2629738.333
7359	2597816.667
7360	2573838.333
7361	2506035
7362	2758335
7363	2385258.333
7364	2393511.667
7365	2760381.667
7366	2713925
7367	2909985
7368	2819736.667
7369	2834208.333
7370	2886915
7371	2771260
7372	2969171.667
7373	3126931.667
7374	3000535
7375	3693635
7376	3839626.667
7377	3447750
7378	3423158.333
7379	3083011.667
7380	2992290
7381	2778208.333
7382	2591860
7383	2560398.333
7384	2536763.333
7385	2469936.667
7386	2718603.333
7387	2350901.667
7388	2359035
7389	2720620
7390	2674833.333
7391	2868070
7392	2779121.667
7393	2732120
7394	2782928.333
7395	2671438.333
7396	2862221.667
7397	3014298.333
7398	2892455
7399	3560588.333
7400	3701321.667
7401	3323561.667
7402	3299855
7403	2971960
7404	2884506.667
7405	2678136.667
7406	2498500
7407	2468171.667
7408	2445388.333
7409	2380968.333
7410	2620678.333
7411	2266221.667
7412	2274061.667
7413	2622623.333
7414	2578485
7415	2764761.667
7416	2679016.667
7417	2676806.667
7418	2901636.667
7419	2513625
7420	2924356.667
7421	3305735
7422	2808880
7423	3883823.333
7424	3933068.333
7425	3811755
7426	3414093.333
7427	2697851.667
7428	2711981.667
7429	2288943.333
7430	1925681.667
7431	1988843.333
7432	1894216.667
7433	1758088.333
7434	1924715
7435	1830430
7436	1794505
7437	2326290
7438	2302173.333
7439	2472730
7440	2489838.333
7441	2826865
7442	2879435
7443	2764078.333
7444	2961478.333
7445	3118828.333
7446	2992760
7447	3684063.333
7448	3829676.667
7449	3438816.667
7450	3414288.333
7451	3075021.667
7452	2984536.667
7453	2771010
7454	2585143.333
7455	2553763.333
7456	2530191.667
7457	2463536.667
7458	2711558.333
7459	2344810
7460	2352923.333
7461	2713571.667
7462	2667901.667
7463	2860638.333
7464	2771920
7465	3482588.333
7466	3547351.667
7467	3405238.333
7468	3648426.667
7469	3842276.667
7470	3686965
7471	4538623.333
7472	4718013.333
7473	4236488.333
7474	4206270
7475	3788308.333
7476	3676833.333
7477	3413776.667
7478	3184796.667
7479	3146138.333
7480	3117096.667
7481	3034981.667
7482	3340535
7483	2888715
7484	2898710
7485	3343015
7486	3286751.667
7487	3524195
7488	3414896.667
7489	4100601.667
7490	4176860
7491	4009526.667
7492	4295870
7493	4524121.667
7494	4341248.333
7495	5344041.667
7496	5555265
7497	4988290
7498	4952708.333
7499	4460575
7500	4329318.333
7501	4019580
7502	3749966.667
7503	3704446.667
7504	3670251.667
7505	3573565
7506	3933341.667
7507	3401341.667
7508	3413110
7509	3936260
7510	3870013.333
7511	4149593.333
7512	4020900
7513	4142391.667
7514	4219426.667
7515	4050386.667
7516	4339650
7517	4570226.667
7518	4385490
7519	5398501.667
7520	5611878.333
7521	5039125
7522	5003181.667
7523	4506033.333
7524	4373438.333
7525	4060543.333
7526	3788183.333
7527	3742198.333
7528	3707656.667
7529	3609983.333
7530	3973426.667
7531	3436005
7532	3447893.333
7533	3976375
7534	3909453.333
7535	4191883.333
7536	4061876.667
7537	4001041.667
7538	4075448.333
7539	3912176.667
7540	4191570
7541	4414278.333
7542	4235845
7543	5214290
7544	5420385
7545	4867176.667
7546	4832460
7547	4352275
7548	4224205
7549	3921986.667
7550	3658920
7551	3614505
7552	3581140
7553	3486801.667
7554	3837841.667
7555	3318758.333
7556	3330241.667
7557	3840690
7558	3776051.667
7559	4048845
7560	3923275
7561	4177656.667
7562	4255348.333
7563	4084870
7564	4376595
7565	4609133.333
7566	4422825
7567	5444461.667
7568	5659653.333
7569	5082025
7570	5045775
7571	4544395
7572	4410670
7573	4095111.667
7574	3820431.667
7575	3774056.667
7576	3739220
7577	3640716.667
7578	4007253.333
7579	3465256.667
7580	3477246.667
7581	4010226.667
7582	3942735
7583	4227570
7584	4096456.667
7585	4518388.333
7586	4465480
7587	4396661.667
7588	4551685
7589	4740595
7590	4617180
7591	5480246.667
7592	5846836.667
7593	5548466.667
7594	5703886.667
7595	5341796.667
7596	5184373.333
7597	4909258.333
7598	4651248.333
7599	4890256.667
7600	4693066.667
7601	4691638.333
7602	5025323.333
7603	4384398.333
7604	4184948.333
7605	4498213.333
7606	4452735
7607	4449281.667
7608	4574078.333
7609	5433586.667
7610	5369960
7611	5287205
7612	5473626.667
7613	5700800
7614	5552388.333
7615	6590268.333
7616	7031110
7617	6672306.667
7618	6859206.667
7619	6423775
7620	6234465
7621	5903626.667
7622	5593356.667
7623	5880776.667
7624	5643645
7625	5641928.333
7626	6043201.667
7627	5272456.667
7628	5032608.333
7629	5409325
7630	5354635
7631	5350481.667
7632	5500556.667
7633	5943215
7634	5873621.667
7635	5783103.333
7636	5987010
7637	6235491.667
7638	6073158.333
7639	7208383.333
7640	7690575
7641	7298116.667
7642	7502546.667
7643	7026275
7644	6819210
7645	6457341.667
7646	6117970
7647	6432346.667
7648	6172975
7649	6171098.333
7650	6610006.667
7651	5766971.667
7652	5504626.667
7653	5916676.667
7654	5856858.333
7655	5852316.667
7656	6016466.667
7657	6124158.333
7658	6052446.667
7659	5959171.667
7660	6169286.667
7661	6425333.333
7662	6258058.333
7663	7427846.667
7664	7924716.667
7665	7520311.667
7666	7730965
7667	7240193.333
7668	7026823.333
7669	6653936.667
7670	6304233.333
7671	6628183.333
7672	6360913.333
7673	6358978.333
7674	6811251.667
7675	5942550
7676	5672218.333
7677	6096813.333
7678	6035171.667
7679	6030491.667
7680	6199640
7681	5771936.667
7682	5704350
7683	5616440
7684	5814470
7685	6055790
7686	5898136.667
7687	7000645
7688	7468940
7689	7087793.333
7690	7286331.667
7691	6823785
7692	6622686.667
7693	6271246.667
7694	5941656.667
7695	6246973.333
7696	5995076.667
7697	5993253.333
7698	6419513.333
7699	5600773.333
7700	5345990
7701	5746165
7702	5688068.333
7703	5683658.333
7704	5843078.333
7705	4809485
7706	4753166.667
7707	4679916.667
7708	4844926.667
7709	5046006.667
7710	4914641.667
7711	5833310
7712	6223518.333
7713	5905925
7714	6071358.333
7715	5685940
7716	5518375
7717	5225536.667
7718	4950903.333
7719	5205310
7720	4995415
7721	4993896.667
7722	5349080
7723	4666861.667
7724	4454563.333
7725	4788010
7726	4739601.667
7727	4735926.667
7728	4868763.333
7729	4421445
7730	4503670
7731	4323243.333
7732	4631993.333
7733	4878101.667
7734	4680920
7735	5762175
7736	5989925
7737	5378588.333
7738	5340223.333
7739	4809585
7740	4668056.667
7741	4334083.333
7742	4043375
7743	3994293.333
7744	3957423.333
7745	3853171.667
7746	4241098.333
7747	3667473.333
7748	3680163.333
7749	4244245
7750	4172815
7751	4474270
7752	4335506.667
7753	4352490
7754	4433431.667
7755	4255818.333
7756	4559751.667
7757	4802023.333
7758	4607916.667
7759	5672308.333
7760	5896506.667
7761	5294703.333
7762	5256938.333
7763	4734575
7764	4595255
7765	4266490
7766	3980315
7767	3932000
7768	3895705
7769	3793078.333
7770	4174955
7771	3610275
7772	3622766.667
7773	4178053.333
7774	4107736.667
7775	4404490
7776	4267891.667
7777	4338473.333
7778	4419155
7779	4242113.333
7780	4545068.333
7781	4786560
7782	4593078.333
7783	5654043.333
7784	5877518.333
7785	5277653.333
7786	5240010
7787	4719328.333
7788	4580456.667
7789	4252751.667
7790	3967498.333
7791	3919336.667
7792	3883160
7793	3780863.333
7794	4161510
7795	3598650
7796	3611101.667
7797	4164598.333
7798	4094508.333
7799	4390306.667
7800	4254148.333
7801	4534930
7802	4481828.333
7803	4412758.333
7804	4568348.333
7805	4757950
7806	4634083.333
7807	5500308.333
7808	5868241.667
7809	5568778.333
7810	5724768.333
7811	5361351.667
7812	5203351.667
7813	4927231.667
7814	4668275
7815	4908160
7816	4710246.667
7817	4708815
7818	5043721.667
7819	4400450
7820	4200268.333
7821	4514681.667
7822	4469036.667
7823	4465570
7824	4590825
7825	4887321.667
7826	4830091.667
7827	4755656.667
7828	4923335
7829	5127670
7830	4994180
7831	5927715
7832	6324238.333
7833	6001506.667
7834	6169616.667
7835	5777961.667
7836	5607683.333
7837	5310106.667
7838	5031028.333
7839	5289553.333
7840	5076261.667
7841	5074718.333
7842	5435648.333
7843	4742390
7844	4526655
7845	4865498.333
7846	4816306.667
7847	4812571.667
7848	4947558.333
7849	5060258.333
7850	5001005
7851	4923935
7852	5097548.333
7853	5309113.333
7854	5170898.333
7855	6137468.333
7856	6548021.667
7857	6213870
7858	6387928.333
7859	5982415
7860	5806111.667
7861	5498003.333
7862	5209051.667
7863	5476723.333
7864	5255885
7865	5254286.667
7866	5627988.333
7867	4910200
7868	4686830
7869	5037663.333
7870	4986731.667
7871	4982865
7872	5122628.333
7873	4804293.333
7874	4748036.667
7875	4674865
7876	4839696.667
7877	5040560
7878	4909336.667
7879	5827013.333
7880	6216800
7881	5899550
7882	6064805
7883	5679803.333
7884	5512418.333
7885	5219895
7886	4945560
7887	5199691.667
7888	4990023.333
7889	4988506.667
7890	5343305
7891	4661825
7892	4449755
7893	4782841.667
7894	4734485
7895	4730813.333
7896	4863508.333
7897	4320416.667
7898	4400761.667
7899	4224458.333
7900	4526151.667
7901	4766638.333
7902	4573961.667
7903	5630510
7904	5853056.667
7905	5255688.333
7906	5218200
7907	4699686.667
7908	4561393.333
7909	4235051.667
7910	3950985
7911	3903025
7912	3866998.333
7913	3765128.333
7914	4144190
7915	3583671.667
7916	3596071.667
7917	4147265
7918	4077466.667
7919	4372035
7920	4236441.667
7921	4343676.667
7922	4424455
7923	4247201.667
7924	4550520
7925	4792300
7926	4598586.667
7927	5660823.333
7928	5884568.333
7929	5283983.333
7930	5246293.333
7931	4724988.333
7932	4585950
7933	4257851.667
7934	3972256.667
7935	3924038.333
7936	3887816.667
7937	3785398.333
7938	4166501.667
7939	3602965
7940	3615431.667
7941	4169593.333
7942	4099420
7943	4395573.333
7944	4259250
7945	4643133.333
7946	4729480
7947	4540006.667
7948	4864236.667
7949	5122685
7950	4915616.667
7951	6051085
7952	6290253.333
7953	5648265
7954	5607976.667
7955	5050731.667
7956	4902108.333
7957	4551390
7958	4246106.667
7959	4194563.333
7960	4155845
7961	4046366.667
7962	4453743.333
7963	3851356.667
7964	3864681.667
7965	4457048.333
7966	4382036.667
7967	4698606.667
7968	4552885
7969	4611266.667
7970	4557270
7971	4487038.333
7972	4645248.333
7973	4838041.667
7974	4712090
7975	5592896.667
7976	5967021.667
7977	5662518.333
7978	5821135
7979	5451600
7980	5290941.667
7981	5010171.667
7982	4746856.667
7983	4990778.333
7984	4789535
7985	4788078.333
7986	5128623.333
7987	4474523.333
7988	4270973.333
7989	4590676.667
7990	4544263.333
7991	4540740
7992	4668101.667
7993	4118941.667
7994	4195540
7995	4027458.333
7996	4315083.333
7997	4544355
7998	4360663.333
7999	5367941.667
8000	5580110
8001	5010598.333
8002	4974858.333
8003	4480525
8004	4348680
8005	4037556.667
8006	3766738.333
8007	3721015
8008	3686666.667
8009	3589548.333
8010	3950933.333
8011	3416553.333
8012	3428375
8013	3953865
8014	3887321.667
8015	4168151.667
8016	4038883.333
8017	4043101.667
8018	4118290
8019	3953303.333
8020	4235631.667
8021	4460681.667
8022	4280371.667
8023	5269103.333
8024	5477365
8025	4918340
8026	4883260
8027	4398026.667
8028	4268610
8029	3963215
8030	3697383.333
8031	3652501.667
8032	3618786.667
8033	3523455
8034	3878186.667
8035	3353646.667
8036	3365250
8037	3881065
8038	3815746.667
8039	4091406.667
8040	3964516.667
8041	3695223.333
8042	3763943.333
8043	3613151.667
8044	3871188.333
8045	4076875
8046	3912080
8047	4815738.333
8048	5006081.667
8049	4495155
8050	4463093.333
8051	4019611.667
8052	3901330
8053	3622211.667
8054	3379251.667
8055	3338231.667
8056	3307418.333
8057	3220290
8058	3544498.333
8059	3065091.667
8060	3075696.667
8061	3547128.333
8062	3487431.667
8063	3739373.333
8064	3623401.667
8065	3741566.667
8066	3811148.333
8067	3658465
8068	3919738.333
8069	4128003.333
8070	3961143.333
8071	4876135
8072	5068865
8073	4551531.667
8074	4519066.667
8075	4070021.667
8076	3950256.667
8077	3667638.333
8078	3421631.667
8079	3380098.333
8080	3348896.667
8081	3260676.667
8082	3588951.667
8083	3103531.667
8084	3114270
8085	3591615
8086	3531168.333
8087	3786270
8088	3668843.333
8089	4107000
8090	4183376.667
8091	4015781.667
8092	4302573.333
8093	4531180
8094	4348021.667
8095	5352380
8096	5563931.667
8097	4996071.667
8098	4960436.667
8099	4467535
8100	4336073.333
8101	4025851.667
8102	3755818.333
8103	3710226.667
8104	3675978.333
8105	3579141.667
8106	3939478.333
8107	3406648.333
8108	3418436.667
8109	3942401.667
8110	3876051.667
8111	4156068.333
8112	4027173.333
8113	3762648.333
8114	3832621.667
8115	3679078.333
8116	3941823.333
8117	4151261.667
8118	3983460
8119	4903608.333
8120	5097423.333
8121	4577175
8122	4544528.333
8123	4092953.333
8124	3972515
8125	3688303.333
8126	3440910
8127	3399141.667
8128	3367766.667
8129	3279048.333
8130	3609173.333
8131	3121018.333
8132	3131816.667
8133	3611851.667
8134	3551063.333
8135	3807601.667
8136	3689515
8137	3492760
8138	3557713.333
8139	3415185
8140	3659083.333
8141	3853498.333
8142	3697733.333
8143	4551880
8144	4731793.333
8145	4248863.333
8146	4218556.667
8147	3799373.333
8148	3687571.667
8149	3423748.333
8150	3194100
8151	3155326.667
8152	3126201.667
8153	3043846.667
8154	3350293.333
8155	2897151.667
8156	2907176.667
8157	3352778.333
8158	3296351.667
8159	3534490
8160	3424871.667
8161	3207956.667
8162	3267615
8163	3136706.667
8164	3360718.333
8165	3539281.667
8166	3396216.667
8167	4180716.667
8168	4345960
8169	3902406.667
8170	3874571.667
8171	3489568.333
8172	3386885
8173	3144571.667
8174	2933650
8175	2898040
8176	2871288.333
8177	2795648.333
8178	3077106.667
8179	2660916.667
8180	2670123.333
8181	3079390
8182	3027565
8183	3246283.333
8184	3145605
8185	3894095
8186	3966513.333
8187	3807605
8188	4079530
8189	4296285
8190	4122621.667
8191	5074913.333
8192	5275500
8193	4737078.333
8194	4703290
8195	4235940
8196	4111293.333
8197	3817153.333
8198	3561116.667
8199	3517890
8200	3485418.333
8201	3393600
8202	3735258.333
8203	3230050
8204	3241225
8205	3738030
8206	3675118.333
8207	3940620
8208	3818406.667
8209	3993140
8210	4067400
8211	3904450
8212	4183291.667
8213	4405560
8214	4227478.333
8215	5203993.333
8216	5409680
8217	4857563.333
8218	4822916.667
8219	4343680
8220	4215861.667
8221	3914241.667
8222	3651693.333
8223	3607366.667
8224	3574068.333
8225	3479915
8226	3830263.333
8227	3312205
8228	3323665
8229	3833105
8230	3768595
8231	4040848.333
8232	3915526.667
8233	4099323.333
8234	4175556.667
8235	4008275
8236	4294530
8237	4522708.333
8238	4339893.333
8239	5342373.333
8240	5553531.667
8241	4986733.333
8242	4951163.333
8243	4459183.333
8244	4327966.667
8245	4018325
8246	3748796.667
8247	3703291.667
8248	3669106.667
8249	3572450
8250	3932115
8251	3400280
8252	3412045
8253	3935031.667
8254	3868806.667
8255	4148298.333
8256	4019645
8257	4279180
8258	4358760
8259	4184138.333
8260	4482953.333
8261	4721143.333
8262	4530305
8263	5576770
8264	5797191.667
8265	5205525
8266	5168395
8267	4654830
8268	4517856.667
8269	4194630
8270	3913275
8271	3865773.333
8272	3830088.333
8273	3729191.667
8274	4104635
8275	3549468.333
8276	3561748.333
8277	4107681.667
8278	4038550
8279	4330305
8280	4196006.667
8281	4488601.667
8282	4572075
8283	4388906.667
8284	4702345
8285	4952193.333
8286	4752016.667
8287	5849693.333
8288	6080903.333
8289	5460281.667
8290	5421333.333
8291	4882635
8292	4738958.333
8293	4399911.667
8294	4104788.333
8295	4054961.667
8296	4017531.667
8297	3911696.667
8298	4305515
8299	3723176.667
8300	3736058.333
8301	4308710
8302	4236195
8303	4542228.333
8304	4401356.667
8305	4473158.333
8306	4420778.333
8307	4352650
8308	4506120
8309	4693140
8310	4570960
8311	5425386.667
8312	5788306.667
8313	5492925
8314	5646788.333
8315	5288323.333
8316	5132475
8317	4860115
8318	4604686.667
8319	4841303.333
8320	4646086.667
8321	4644673.333
8322	4975018.333
8323	4340508.333
8324	4143055
8325	4453185
8326	4408161.667
8327	4404743.333
8328	4528290
8329	5301035
8330	5238961.667
8331	5158223.333
8332	5340098.333
8333	5561730
8334	5416938.333
8335	6429498.333
8336	6859588.333
8337	6509536.667
8338	6691878.333
8339	6267068.333
8340	6082376.667
8341	5759608.333
8342	5456906.667
8343	5737315
8344	5505968.333
8345	5504295
8346	5895778.333
8347	5143835
8348	4909838.333
8349	5277365
8350	5224008.333
8351	5219958.333
8352	5366371.667
8353	5888666.667
8354	5819711.667
8355	5730025
8356	5932060
8357	6178260
8358	6017418.333
8359	7142223.333
8360	7619988.333
8361	7231133.333
8362	7433688.333
8363	6961786.667
8364	6756621.667
8365	6398075
8366	6061818.333
8367	6373310
8368	6116318.333
8369	6114458.333
8370	6549338.333
8371	5714041.667
8372	5454105
8373	5862373.333
8374	5803101.667
8375	5798601.667
8376	5961246.667
8377	6456786.667
8378	6320665
8379	6356798.333
8380	6436278.333
8381	6694731.667
8382	6339505
8383	7407133.333
8384	7975293.333
8385	7152395
8386	7635570
8387	7509236.667
8388	7243131.667
8389	7067105
8390	6921011.667
8391	6988110
8392	6908333.333
8393	6975661.667
8394	6846628.333
8395	6551611.667
8396	6270111.667
8397	6721305
8398	6430616.667
8399	6467723.333
8400	6783253.333
8401	6518543.333
8402	6381120
8403	6417598.333
8404	6497838.333
8405	6758761.667
8406	6400138.333
8407	7477978.333
8408	8051573.333
8409	7220803.333
8410	7708600
8411	7581056.667
8412	7312406.667
8413	7134698.333
8414	6987206.667
8415	7054946.667
8416	6974406.667
8417	7042380
8418	6912111.667
8419	6614275
8420	6330081.667
8421	6785590
8422	6492121.667
8423	6529583.333
8424	6848130
8425	6639213.333
8426	6499246.667
8427	6536400
8428	6618125
8429	6883880
8430	6518618.333
8431	7616410
8432	8200623.333
8433	7354475
8434	7851300
8435	7721396.667
8436	7447775
8437	7266775
8438	7116553.333
8439	7185548.333
8440	7103516.667
8441	7172748.333
8442	7040068.333
8443	6736716.667
8444	6447263.333
8445	6911203.333
8446	6612303.333
8447	6650458.333
8448	6974903.333
8449	6793776.667
8450	6650550
8451	6688570
8452	6772196.667
8453	7044138.333
8454	6670373.333
8455	7793721.667
8456	8391535
8457	7525688.333
8458	8034081.667
8459	7901153.333
8460	7621160
8461	7435948.333
8462	7282228.333
8463	7352830
8464	7268888.333
8465	7339731.667
8466	7203963.333
8467	6893550
8468	6597358.333
8469	7072098.333
8470	6766240
8471	6805283.333
8472	7137280
8473	7025946.667
8474	6877826.667
8475	6917145
8476	7003630
8477	7284865
8478	6898326.667
8479	8060063.333
8480	8678308.333
8481	7782871.667
8482	8308636.667
8483	8171166.667
8484	7881605
8485	7690063.333
8486	7531091.667
8487	7604105
8488	7517295
8489	7590560
8490	7450151.667
8491	7129130
8492	6822816.667
8493	7313780
8494	6997468.333
8495	7037846.667
8496	7381190
8497	7422788.333
8498	7266301.667
8499	7307840
8500	7399211.667
8501	7696330
8502	7287960
8503	8515315
8504	9168478.333
8505	8222465
8506	8777928.333
8507	8632693.333
8508	8326776.667
8509	8124416.667
8510	7956465
8511	8033601.667
8512	7941890
8513	8019291.667
8514	7870953.333
8515	7531800
8516	7208185
8517	7726880
8518	7392701.667
8519	7435360
8520	7798096.667
8521	7665991.667
8522	7504378.333
8523	7547278.333
8524	7641641.667
8525	7948496.667
8526	7526745
8527	8794315
8528	9468878.333
8529	8491870
8530	9065531.667
8531	8915540
8532	8599598.333
8533	8390608.333
8534	8217153.333
8535	8296818.333
8536	8202101.667
8537	8282040
8538	8128841.667
8539	7778575
8540	7444356.667
8541	7980046.667
8542	7634920
8543	7678975
8544	8053596.667
8545	7682900
8546	7520930
8547	7563923.333
8548	7658496.667
8549	7966028.333
8550	7543346.667
8551	8813711.667
8552	9489763.333
8553	8510600
8554	9085526.667
8555	8935203.333
8556	8618566.667
8557	8409113.333
8558	8235276.667
8559	8315118.333
8560	8220191.667
8561	8300306.667
8562	8146770
8563	7795731.667
8564	7460775
8565	7997646.667
8566	7651758.333
8567	7695911.667
8568	8071358.333
8569	7519636.667
8570	7361108.333
8571	7403190
8572	7495753.333
8573	7796748.333
8574	7383048.333
8575	8626418.333
8576	9288105
8577	8329748.333
8578	8892458.333
8579	8745328.333
8580	8435420
8581	8230420
8582	8060276.667
8583	8138420
8584	8045511.667
8585	8123923.333
8586	7973650
8587	7630071.667
8588	7302233.333
8589	7827696.667
8590	7489158.333
8591	7532373.333
8592	7899841.667
8593	7440460
8594	7283601.667
8595	7325238.333
8596	7416826.667
8597	7714653.333
8598	7305310
8599	8535588.333
8600	9190306.667
8601	8242041.667
8602	8798826.667
8603	8653246.667
8604	8346601.667
8605	8143758.333
8606	7975406.667
8607	8052728.333
8608	7960796.667
8609	8038385
8610	7889693.333
8611	7549731.667
8612	7225345
8613	7745275
8614	7410301.667
8615	7453061.667
8616	7816661.667
8617	7272566.667
